text,answer
Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,positive
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,neutral
REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,positive
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,negative
Morrisons book second consecutive quarter of sales growth,positive
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,positive
AB InBev approaches SABMiller to explore $250bn tie-up,positive
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,neutral
$WYNN big bounce,positive
$GS sells flat..I am out..,negative
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative
$CAMT Looks like might break down. I'm out,negative
$TSPT  long 8.00,positive
Shire CEO steps up drive to get Baxalta board talking,positive
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,positive
Aviva promises higher dividends to boost flagging share price,positive
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,neutral
$TZA is a rocket ship!!!,positive
"Britain's FTSE steadies, supported by Dixons Carphone",positive
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",negative
Shell and BG Shareholders to Vote on Deal at End of January,neutral
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive
$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,positive
"L&G still paying price for dividend cut during crisis, chief says",negative
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,negative
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",negative
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,positive
$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive
$EFUT hod  posted buy pm at $4.40,positive
