text,answer,prediction
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral,Negative
Looks like its booking a one way ticket to its 40 week MA near 50. Losing 10 week here $LULU http://chart.ly/7xb9h9b,neutral,Negative
AstraZeneca wins FDA approval for key new lung cancer pill,positive,Positive
@pierrules: $SIRI LONG!!,positive,Negative
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,positive,Neutral
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive,Positive
Shire share price under pressure after $32bn Baxalta deal,negative,Negative
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,positive,Neutral
easyJet expects resilient demand to withstand security fears,positive,Positive
"Britain's FTSE bounces back, Mondi and Barratt lead",positive,Positive
Coke dividend - 3%. Google dividend - 0%. For passive income Coke takes it. $GOOG $KO https://t.co/QBsoWjxOST,neutral,Positive
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive,Positive
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",positive,Positive
Tesco leads FTSE higher on Clubcard bid reports,positive,Positive
$tsla bad day to short,positive,Negative
British American Tobacco first-half sales hurt by currency moves,negative,Negative
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,positive,Positive
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",negative,Negative
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive,Negative
Warren Buffett defends Berkshire Hathaway's conglomerate structure,positive,Positive
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,negative,Negative
$ENDP Was looking for a long entry but today's price action wasn't appealing,neutral,Negative
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,negative,Negative
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,negative,Positive
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,positive,Positive
long $AAPL 107 calls @ .40,positive,Negative
CompaniesHome Retail trims gains but is considered 'in play',positive,Neutral
Locked in some $FB puts for nice gain,negative,Negative
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,positive,Negative
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive,Neutral
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,negative,Negative
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,positive,Neutral
RT @alphatrends VMarkets Are Still Acting Weak http://stks.co/1agn  $SPY $QQQ $XLF $SMH $IWM,negative,Negative
$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,positive,Positive
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,positive,Positive
"BHP Billiton posts big loss, slashes dividend",negative,Negative
AstraZeneca chases Acerta to secure next cancer drug winner,positive,Neutral
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative,Neutral
Auto Trader share price surges as company floats on LSE,positive,Positive
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive,Positive
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,positive,Neutral
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive,Neutral
Teva: FDA Approves Generic Version of AstraZeneca Heartburn Drug,positive,Neutral
InterContinental Hotels first-quarter global room revenue lags estimates,negative,Negative
MarketsBP promotes upstream boss to deputy CEO,neutral,Positive
Randgold profit hit by poor gold price but dividend still increases,neutral,Neutral
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,positive,Positive
$DUG weekly stochastics finally starting to turn up after long consolidation. Buying here.,positive,Positive
$ZAGG getting ready...Target $15 plus on a close over $13.50 on better than avg daily Volume http://chart.ly/lha44tn,positive,Positive
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral,Positive
$vxx starting to creep up while $spy sits near hod ...,positive,Neutral
SABMiller buys Meantime to quench thirst for craft beer,positive,Positive
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive,Negative
Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,positive,Neutral
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",negative,Negative
Shell offers 50 percent premium to buy BG for $70 billion,positive,Negative
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative,Negative
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.",positive,Positive
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,positive,Neutral
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",positive,Negative
$BBRY lets see 14+ today,positive,Positive
bot $AMZN 600 weekly calls here @ 5.93,positive,Negative
$aapl news is becoming very bullish again http://stks.co/tMU,positive,Positive
Industry NewsWolseley confident in reslilience amid mixed markets,positive,Positive
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,positive,Negative
$TSLA yeah lets go down to 230s lol,negative,Negative
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,positive,Positive
Tesco sells Blinkbox and broadband service to TalkTalk,positive,Neutral
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",positive,Negative
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive,Positive
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive,Neutral
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",positive,Neutral
UPDATE 1-BP shareholders back more disclosure on climate change risks,neutral,Neutral
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,positive,Neutral
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,negative,Negative
Tesco Abandons Video-Streaming Ambitions in Blinkbox Sale,negative,Negative
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,positive,Negative
Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,positive,Positive
Horizonte acquires neighbouring Glencore nickel property in Brazil,positive,Positive
Goodwin not to face Scottish prosecution over RBS,positive,Negative
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive,Negative
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",positive,Negative
Barclays share price subdued as bank faces fresh forex probe,negative,Negative
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,positive,Neutral
@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,negative,Negative
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,negative,Negative
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",positive,Positive
"$AAPL bounces off support, it seems",positive,Neutral
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,negative,Negative
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,positive,Positive
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive,Negative
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,positive,Positive
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative,Negative
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive,Positive
Piper upgrades Symantec on improving renewal rates and enterprise growth $SYMC,positive,Positive
$GEVO PLUNGING!  Back to $3.55.,negative,Negative
$KITD Looking for a oversold bounce.,positive,Negative
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive,Negative
$BWLD bearish engulfing candle,negative,Negative
"$AAPL double bottom could be in, keep in mind",positive,Neutral
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,neutral,Neutral
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,positive,Negative
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",negative,Negative
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive,Neutral
"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",positive,Positive
$BIOC RSI extremely in long's favor looking at BIOC historically.,positive,Positive
$JD down 20% in after-hour market. anyone care to explain why?,negative,Negative
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive,Positive
Glencore Studies Possible IPO for Agricultural Trading Business,positive,Neutral
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",positive,Positive
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",positive,Negative
Added long at friday close  $SPY $LABU $BLUE $AMZN,positive,Neutral
Barclays sells benchmark indices unit to Bloomberg,positive,Neutral
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative,Negative
Whitbread boss Andy Harrison defends sales fall as 'just a blip',neutral,Neutral
Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,positive,Positive
#LongPos $TSLA 256 Break-out thru 50 & 200- DMA (197-230) upper head res (274-279) Short squeeze in progress Nr term obj: 310 Stop loss:239,positive,Negative
Amazon to attack UK grocery market with Morrisons deal,positive,Negative
#FusionIQ NEW Positive Timing Signal on $SBUX Today https://t.co/9ImlXz4YNa Please Retweet #Signals,positive,Positive
$WFT closng higher from here,positive,Positive
$FIO won't stay down,positive,Negative
$BOBE down $2.84  premarket,negative,Negative
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative,Negative
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",positive,Positive
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive,Negative
Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,positive,Positive
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,neutral,Positive
REFILE-UPDATE 4-Britain's Lloyds to pay first dividend since rescue,positive,Positive
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive,Positive
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative,Negative
Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,negative,Negative
Morrisons book second consecutive quarter of sales growth,positive,Positive
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,positive,Neutral
AB InBev approaches SABMiller to explore $250bn tie-up,positive,Neutral
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,positive,Positive
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,neutral,Negative
$WYNN big bounce,positive,Positive
$GS sells flat..I am out..,negative,Negative
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative,Negative
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative,Negative
$CAMT Looks like might break down. I'm out,negative,Negative
$TSPT  long 8.00,positive,Positive
Shire CEO steps up drive to get Baxalta board talking,positive,Neutral
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,negative,Negative
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,positive,Positive
Aviva promises higher dividends to boost flagging share price,positive,Positive
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive,Positive
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,neutral,Neutral
$TZA is a rocket ship!!!,positive,Negative
"Britain's FTSE steadies, supported by Dixons Carphone",positive,Positive
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,negative,Negative
"$SBUX down PM, from $DB downgrade.. PT cut from 70 to $64",negative,Negative
Shell and BG Shareholders to Vote on Deal at End of January,neutral,Neutral
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,positive,Positive
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,positive,Positive
$AAPL nibbling on a small long via 525.. buying off 13min charts..,positive,Neutral
$GILD  is expanding its research facilities...keeping up with the pace of innovation  https://t.co/uOE7FJ4LOP,positive,Positive
"L&G still paying price for dividend cut during crisis, chief says",negative,Negative
That bearish outside day Tuesday is significant. 200 day resistance still intact. just my opinion $SDS http://chart.ly/2bey48t,negative,Negative
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",negative,Negative
ALERT: New MACD signal created on $CTXS - Buy at 77.09 - Time: 18:23 - Strength: 10. Powered by https://t.co/4TdgjEDLLZ,positive,Negative (the stock price may drop)
$AAPL I am big OUT from this. seems its falling towards 530.. :(,negative,Negative
"Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",positive,Positive
$EFUT hod  posted buy pm at $4.40,positive,Neutral (as the price is unchanged)
